date,dealer_id,product_id,total_demand,stock_in,stock_out,closing_stock,beneficiaries_count,festival_flag,season,policy_change_flag
2023-02-19,104,3,175,155,175,149,10,0,winter,0
2023-02-19,104,1,165,263,165,369,25,0,winter,0
2023-02-19,104,2,141,90,141,393,39,0,winter,0
2023-02-20,105,1,171,121,171,326,40,0,winter,0
2023-02-20,105,3,50,118,50,533,64,0,winter,0
2023-02-20,105,4,83,164,83,209,48,0,winter,0
2023-02-20,102,1,107,252,107,394,98,0,winter,0
2023-02-20,102,3,143,5,143,190,50,0,winter,0
2023-02-20,102,2,82,236,82,479,51,0,winter,0
2023-02-20,102,4,36,4,36,244,10,0,winter,0
2023-02-20,104,1,154,225,154,397,45,0,winter,0
2023-02-20,104,3,143,244,143,593,58,0,winter,0
2023-02-20,104,2,61,218,61,515,33,0,winter,0
2023-02-20,104,4,21,263,21,739,31,0,winter,0
2023-02-21,103,4,171,120,171,293,83,0,winter,0
2023-02-21,103,1,173,133,173,127,63,0,winter,0
2023-02-21,104,4,118,79,118,298,74,0,winter,0
2023-02-21,104,3,187,135,187,95,47,0,winter,0
2023-02-21,102,2,119,181,119,199,67,0,winter,0
2023-02-21,102,1,134,61,134,283,62,0,winter,0
2023-02-21,105,3,43,90,43,465,12,0,winter,0
2023-02-21,105,2,187,120,187,143,26,0,winter,0
2023-02-21,105,4,189,179,189,265,73,0,winter,0
2023-02-21,105,1,160,226,160,428,69,0,winter,0
2023-02-21,101,2,68,4,68,335,95,0,winter,0
2023-02-21,101,4,185,296,185,365,23,0,winter,0
2023-02-21,101,3,112,12,112,378,18,0,winter,0
2023-02-22,104,2,107,145,107,325,94,0,winter,0
2023-02-22,104,1,88,235,88,478,86,0,winter,0
2023-02-22,104,3,112,118,112,113,13,0,winter,0
2023-02-22,104,4,194,137,194,415,37,0,winter,0
2023-02-22,103,2,23,176,23,634,21,0,winter,0
2023-02-22,103,4,63,80,63,236,42,0,winter,0
2023-02-22,101,3,179,75,179,342,40,0,winter,0
2023-02-22,101,1,160,0,160,170,54,0,winter,0
2023-02-22,105,2,139,273,139,578,30,0,winter,0
2023-02-22,105,3,32,4,32,454,42,0,winter,0
2023-02-22,102,2,118,253,118,488,21,0,winter,0
2023-02-22,102,4,181,96,181,186,17,0,winter,0
2023-02-22,102,3,90,140,90,333,36,0,winter,0
2023-02-22,102,1,112,136,112,349,48,0,winter,0
2023-02-23,101,1,30,36,30,233,86,0,winter,0
2023-02-23,101,2,156,45,156,70,82,0,winter,0
2023-02-23,103,3,58,133,58,497,38,0,winter,0
2023-02-23,103,1,47,109,47,303,69,0,winter,0
2023-02-23,103,4,91,146,91,331,14,0,winter,0
2023-02-23,105,4,124,135,124,178,35,0,winter,0
2023-02-23,105,3,166,299,166,444,54,0,winter,0
2023-02-23,105,1,160,199,160,191,38,0,winter,0
2023-02-23,105,2,89,185,89,535,84,0,winter,0
2023-02-23,102,3,157,25,157,93,92,0,winter,0
2023-02-23,102,4,133,238,133,295,59,0,winter,0
2023-02-23,104,1,25,33,25,486,68,0,winter,0
2023-02-23,104,3,51,102,51,185,80,0,winter,0
2023-02-23,104,4,26,291,26,749,23,0,winter,0
2023-02-24,102,3,117,197,117,567,39,0,winter,0
2023-02-24,102,4,123,34,123,119,81,0,winter,0
2023-02-24,102,1,177,45,177,222,50,0,winter,0
2023-02-24,101,4,43,169,43,314,63,0,winter,0
2023-02-24,101,1,90,201,90,367,53,0,winter,0
2023-02-24,104,1,186,54,186,215,58,0,winter,0
2023-02-24,104,2,107,199,107,267,15,0,winter,0
2023-02-24,104,4,55,80,55,494,11,0,winter,0
2023-02-25,101,4,144,164,144,429,26,0,winter,0
2023-02-25,101,1,34,45,34,258,59,0,winter,0
2023-02-25,102,4,128,196,128,501,57,0,winter,0
2023-02-25,102,1,24,224,24,426,25,0,winter,0
2023-02-25,105,1,127,64,127,228,78,0,winter,0
2023-02-25,105,3,140,87,140,371,68,0,winter,0
2023-02-25,103,1,116,221,116,550,37,0,winter,0
2023-02-25,103,3,34,75,34,433,96,0,winter,0
2023-02-25,103,4,191,206,191,264,18,0,winter,0
2023-02-25,104,3,90,282,90,667,68,0,winter,0
2023-02-25,104,4,78,260,78,537,82,0,winter,0
2023-02-26,101,3,30,176,30,531,12,0,winter,0
2023-02-26,101,1,119,240,119,524,51,0,winter,0
2023-02-26,101,4,72,6,72,77,83,0,winter,0
2023-02-26,105,4,154,70,154,227,84,0,winter,0
2023-02-26,105,3,102,82,102,300,12,0,winter,0
2023-02-26,105,1,90,104,90,135,12,0,winter,0
2023-02-26,102,2,70,270,70,554,49,0,winter,0
2023-02-26,102,1,189,44,189,218,28,0,winter,0
2023-02-26,102,4,34,5,34,372,54,0,winter,0
2023-02-26,103,1,194,226,194,336,19,0,winter,0
2023-02-26,103,3,68,294,68,443,96,0,winter,0
2023-02-27,101,1,44,121,44,474,59,0,winter,0
2023-02-27,101,2,126,260,126,577,87,0,winter,0
2023-02-27,102,3,137,200,137,491,38,0,winter,0
2023-02-27,102,1,25,37,25,417,85,0,winter,0
2023-02-27,105,4,49,119,49,510,26,0,winter,0
2023-02-27,105,3,143,207,143,207,64,0,winter,0
2023-02-27,105,1,184,33,184,224,76,0,winter,0
2023-02-27,105,2,188,202,188,441,88,0,winter,0
2023-02-27,103,2,37,193,37,489,24,0,winter,0
2023-02-27,103,4,188,159,188,240,44,0,winter,0
2023-02-27,103,3,65,143,65,487,33,0,winter,0
2023-02-27,104,1,139,156,139,513,98,0,winter,0
2023-02-27,104,3,86,15,86,347,10,0,winter,0
2023-02-27,104,2,160,215,160,503,50,0,winter,0
2023-02-27,104,4,180,168,180,264,77,0,winter,0
2023-02-28,105,3,90,196,90,519,12,0,winter,0
2023-02-28,105,2,80,148,80,288,50,0,winter,0
2023-02-28,105,1,163,13,163,253,27,0,winter,0
2023-02-28,101,4,112,5,112,299,73,0,winter,0
2023-02-28,101,3,36,152,36,238,19,0,winter,0
2023-02-28,103,2,183,188,183,148,82,0,winter,0
2023-02-28,103,3,163,284,163,490,46,0,winter,0
2023-02-28,102,1,109,202,109,256,32,0,winter,0
2023-02-28,102,2,45,203,45,625,73,0,winter,0
2023-02-28,102,4,184,23,184,0,34,0,winter,0
2023-02-28,102,3,73,63,73,427,86,0,winter,0
2023-02-28,104,3,23,181,23,305,58,0,winter,0
2023-02-28,104,4,142,294,142,585,66,0,winter,0
2023-02-28,104,1,73,109,73,150,19,0,winter,0
2023-02-28,104,2,117,156,117,383,86,0,winter,0
2023-03-01,102,2,171,187,171,478,92,0,harvest,0
2023-03-01,102,4,105,18,105,25,85,0,harvest,0
2023-03-01,102,3,36,148,36,414,56,0,harvest,0
2023-03-01,103,4,38,255,38,334,93,1,harvest,0
2023-03-01,103,3,108,0,108,362,98,0,harvest,0
2023-03-01,103,1,189,261,189,311,75,0,harvest,0
2023-03-01,103,2,106,229,106,283,83,0,harvest,0
2023-03-01,105,2,38,110,38,547,52,0,harvest,0
2023-03-01,105,1,136,104,136,261,86,0,harvest,0
2023-03-01,105,3,109,172,109,309,96,0,harvest,0
2023-03-01,104,3,60,15,60,341,24,0,harvest,0
2023-03-01,104,2,99,2,99,375,36,0,harvest,0
2023-03-01,101,3,151,193,151,441,80,0,harvest,0
2023-03-01,101,2,55,65,55,184,12,1,harvest,0
2023-03-01,101,4,176,199,176,290,70,0,harvest,0
2023-03-01,101,1,129,243,129,269,92,0,harvest,0
2023-03-02,102,2,31,205,31,620,58,1,harvest,0
2023-03-02,102,4,182,262,182,441,87,0,harvest,0
2023-03-02,103,2,116,267,116,638,86,0,harvest,0
2023-03-02,103,1,113,86,113,340,10,1,harvest,0
2023-03-02,103,3,179,198,179,369,73,0,harvest,0
2023-03-03,105,1,57,254,57,413,90,0,harvest,0
2023-03-03,105,3,137,154,137,123,35,0,harvest,0
2023-03-03,102,1,81,143,81,280,44,0,harvest,0
2023-03-03,102,3,189,299,189,354,56,0,harvest,0
2023-03-03,102,2,189,133,189,429,22,0,harvest,0
2023-03-03,102,4,118,207,118,363,33,1,harvest,0
2023-03-03,103,3,159,3,159,0,23,0,harvest,0
2023-03-03,103,1,177,292,177,273,99,1,harvest,0
2023-03-03,103,4,193,44,193,96,32,0,harvest,0
2023-03-03,101,4,85,254,85,502,21,0,harvest,0
2023-03-03,101,1,35,279,35,355,38,0,harvest,0
2023-03-03,101,3,149,171,149,225,78,0,harvest,0
2023-03-03,104,3,68,26,68,452,29,1,harvest,0
2023-03-03,104,1,178,6,178,111,18,1,harvest,0
2023-03-03,104,2,65,255,65,576,50,0,harvest,0
2023-03-04,103,1,112,219,112,308,88,0,harvest,0
2023-03-04,103,2,164,290,164,455,46,0,harvest,0
2023-03-04,103,3,43,60,43,476,20,0,harvest,0
2023-03-04,103,4,177,2,177,0,34,0,harvest,0
2023-03-04,105,4,162,235,162,409,71,0,harvest,0
2023-03-04,105,2,184,103,184,68,37,0,harvest,0
2023-03-04,105,1,21,159,21,516,30,0,harvest,0
2023-03-04,104,2,116,16,116,232,94,0,harvest,0
2023-03-04,104,1,167,102,167,132,50,1,harvest,0
2023-03-04,104,3,124,232,124,226,14,1,harvest,0
2023-03-05,101,2,104,213,104,348,73,0,harvest,0
2023-03-05,101,1,157,206,157,390,27,0,harvest,0
2023-03-05,101,3,109,54,109,324,74,0,harvest,0
2023-03-05,105,1,155,207,155,501,87,1,harvest,0
2023-03-05,105,2,190,122,190,37,73,1,harvest,0
2023-03-05,105,4,83,239,83,421,59,1,harvest,0
2023-03-05,105,3,177,232,177,305,59,1,harvest,0
2023-03-05,102,1,23,236,23,662,44,0,harvest,0
2023-03-05,102,2,82,116,82,391,25,0,harvest,0
2023-03-05,102,3,21,113,21,497,32,0,harvest,0
2023-03-05,102,4,150,231,150,249,89,0,harvest,0
2023-03-05,104,2,124,241,124,612,94,0,harvest,0
2023-03-05,104,1,131,240,131,562,73,1,harvest,0
2023-03-06,102,2,105,178,105,459,17,0,harvest,0
2023-03-06,102,1,27,135,27,482,93,1,harvest,0
2023-03-06,102,3,127,24,127,151,10,0,harvest,0
2023-03-06,101,2,80,42,80,319,57,0,harvest,0
2023-03-06,101,4,36,90,36,437,12,0,harvest,0
2023-03-06,101,3,113,151,113,520,81,0,harvest,0
2023-03-06,101,1,166,227,166,225,25,1,harvest,0
2023-03-07,103,4,36,189,36,510,98,0,harvest,0
2023-03-07,103,2,46,175,46,341,44,1,harvest,0
2023-03-07,102,2,82,183,82,394,76,1,harvest,0
2023-03-07,102,3,185,175,185,110,64,0,harvest,0
2023-03-07,102,4,115,92,115,365,62,0,harvest,0
2023-03-07,101,3,78,109,78,144,80,0,harvest,0
2023-03-07,101,4,106,36,106,298,93,0,harvest,0
2023-03-07,105,4,157,287,157,330,60,0,harvest,0
2023-03-07,105,2,29,23,29,298,48,0,harvest,0
2023-03-07,105,1,79,89,79,323,10,0,harvest,0
2023-03-07,105,3,153,247,153,277,64,0,harvest,0
2023-03-08,104,2,122,15,122,91,22,1,harvest,0
2023-03-08,104,4,75,194,75,467,24,0,harvest,0
2023-03-08,102,1,103,222,103,362,38,1,harvest,0
2023-03-08,102,3,86,15,86,345,50,0,harvest,0
2023-03-08,102,4,199,209,199,282,11,0,harvest,0
2023-03-08,105,4,159,123,159,242,14,0,harvest,0
2023-03-08,105,1,114,102,114,132,60,0,harvest,0
2023-03-09,103,2,41,23,41,466,46,0,harvest,0
2023-03-09,103,3,25,176,25,310,71,1,harvest,0
2023-03-09,103,4,72,203,72,413,66,0,harvest,0
2023-03-09,104,1,129,197,129,558,95,1,harvest,0
2023-03-09,104,4,67,271,67,481,16,0,harvest,0
2023-03-09,104,3,95,124,95,525,38,1,harvest,0
2023-03-09,102,2,171,83,171,359,99,0,harvest,0
2023-03-09,102,3,58,184,58,472,89,0,harvest,0
2023-03-09,102,1,74,85,74,402,53,0,harvest,0
2023-03-10,105,2,128,190,128,271,60,0,harvest,0
2023-03-10,105,4,146,188,146,217,69,0,harvest,0
2023-03-10,101,3,94,205,94,552,74,0,harvest,0
2023-03-10,101,2,99,224,99,366,82,0,harvest,0
2023-03-11,101,4,198,10,198,0,95,0,harvest,0
2023-03-11,101,2,146,65,146,178,87,1,harvest,0
2023-03-11,101,3,100,150,100,426,27,0,harvest,0
2023-03-11,102,4,172,186,172,226,22,0,harvest,0
2023-03-11,102,1,120,17,120,0,38,0,harvest,0
2023-03-11,102,3,120,203,120,426,74,0,harvest,0
2023-03-11,102,2,89,59,89,382,66,0,harvest,0
2023-03-11,104,1,144,252,144,546,11,0,harvest,0
2023-03-11,104,4,98,47,98,369,29,0,harvest,0
2023-03-11,104,2,171,159,171,327,54,1,harvest,0
2023-03-11,105,2,178,222,178,175,45,1,harvest,0
2023-03-11,105,1,21,267,21,690,73,0,harvest,0
2023-03-11,105,3,181,13,181,253,73,0,harvest,0
2023-03-11,103,3,42,22,42,367,29,0,harvest,0
2023-03-11,103,1,33,62,33,498,25,1,harvest,0
2023-03-11,103,2,54,56,54,152,51,1,harvest,0
2023-03-11,103,4,98,182,98,566,92,0,harvest,0
2023-03-12,105,2,144,65,144,146,17,0,harvest,0
2023-03-12,105,4,160,150,160,442,66,1,harvest,0
2023-03-12,105,1,91,223,91,439,69,1,harvest,0
2023-03-12,104,4,149,212,149,507,30,0,harvest,0
2023-03-12,104,1,96,181,96,461,69,1,harvest,0
2023-03-12,104,3,167,186,167,368,58,0,harvest,0
2023-03-12,101,2,51,32,51,306,11,1,harvest,0
2023-03-12,101,4,153,136,153,478,33,1,harvest,0
2023-03-12,101,3,35,177,35,340,18,0,harvest,0
2023-03-12,103,3,141,98,141,146,94,0,harvest,0
2023-03-12,103,1,142,131,142,417,27,0,harvest,0
2023-03-12,103,4,171,177,171,187,78,0,harvest,0
2023-03-12,103,2,23,51,23,249,77,0,harvest,0
2023-03-13,102,1,29,40,29,233,42,0,harvest,0
2023-03-13,102,3,45,50,45,379,95,0,harvest,0
2023-03-13,104,4,117,155,117,496,35,1,harvest,0
2023-03-13,104,2,29,6,29,216,98,0,harvest,0
2023-03-14,104,1,163,255,163,267,37,0,harvest,0
2023-03-14,104,2,45,122,45,290,15,0,harvest,0
2023-03-14,104,4,100,200,100,527,20,1,harvest,0
2023-03-14,101,1,64,16,64,165,38,0,harvest,0
2023-03-14,101,2,59,164,59,508,78,0,harvest,0
2023-03-15,105,4,22,148,22,297,26,1,harvest,0
2023-03-15,105,2,158,149,158,480,66,1,harvest,0
2023-03-15,105,3,103,120,103,425,71,0,harvest,0
2023-03-15,103,2,133,4,133,117,68,0,harvest,0
2023-03-15,103,1,49,49,49,364,94,1,harvest,0
2023-03-15,103,4,72,90,72,452,25,0,harvest,0
2023-03-16,104,2,173,239,173,245,67,0,harvest,0
2023-03-16,104,4,106,135,106,281,98,0,harvest,0
2023-03-16,104,1,78,298,78,393,64,0,harvest,0
2023-03-16,101,2,64,237,64,517,35,0,harvest,0
2023-03-16,101,1,36,299,36,649,15,0,harvest,0
2023-03-16,105,1,56,40,56,163,59,0,harvest,0
2023-03-16,105,3,170,122,170,362,82,0,harvest,0
2023-03-16,105,2,154,215,154,372,99,0,harvest,0
2023-03-17,101,2,161,159,161,306,25,1,harvest,0
2023-03-17,101,4,187,217,187,528,69,1,harvest,0
2023-03-17,102,3,77,34,77,99,70,0,harvest,0
2023-03-17,102,4,144,206,144,216,68,0,harvest,0
2023-03-17,102,2,181,282,181,468,88,0,harvest,0
2023-03-17,103,2,55,50,55,138,57,0,harvest,0
2023-03-17,103,3,67,184,67,240,24,1,harvest,0
2023-03-17,103,4,21,287,21,479,78,1,harvest,0
2023-03-17,103,1,141,15,141,23,93,0,harvest,0
2023-03-17,105,1,170,21,170,61,13,0,harvest,0
2023-03-17,105,3,125,102,125,342,16,0,harvest,0
2023-03-18,103,3,87,253,87,353,83,0,harvest,0
2023-03-18,103,4,52,276,52,413,44,1,harvest,0
2023-03-18,102,2,63,191,63,540,37,0,harvest,0
2023-03-18,102,1,57,13,57,431,80,0,harvest,0
2023-03-18,102,3,198,47,198,97,93,0,harvest,0
2023-03-18,102,4,87,30,87,80,89,1,harvest,0
2023-03-18,105,2,173,175,173,106,29,0,harvest,0
2023-03-18,105,4,110,28,110,364,45,1,harvest,0
2023-03-18,105,1,95,149,95,275,33,0,harvest,0
2023-03-18,105,3,49,211,49,591,96,1,harvest,0
2023-03-18,104,4,190,184,190,352,61,0,harvest,0
2023-03-18,104,3,34,285,34,470,18,0,harvest,0
2023-03-18,101,2,87,8,87,369,18,1,harvest,0
2023-03-18,101,3,72,223,72,326,62,0,harvest,0
2023-03-18,101,4,128,194,128,225,45,0,harvest,0
2023-03-19,101,3,197,56,197,200,51,0,harvest,0
2023-03-19,101,1,46,9,46,265,79,1,harvest,0
2023-03-19,101,4,108,103,108,130,47,1,harvest,0
2023-03-19,102,4,175,80,175,267,47,0,harvest,0
2023-03-19,102,2,147,13,147,214,57,0,harvest,0
2023-03-19,104,1,70,135,70,344,75,0,harvest,0
2023-03-19,104,2,104,294,104,298,43,0,harvest,0
2023-03-19,104,3,126,91,126,444,91,0,harvest,0
2023-03-19,105,3,44,266,44,421,68,1,harvest,0
2023-03-19,105,2,118,246,118,400,41,0,harvest,0
2023-03-19,105,1,114,178,114,272,71,0,harvest,0
2023-03-20,102,4,113,181,113,405,38,0,harvest,0
2023-03-20,102,3,73,27,73,213,86,0,harvest,0
2023-03-20,102,2,25,270,25,548,27,0,harvest,0
2023-03-20,102,1,179,180,179,419,76,0,harvest,0
2023-03-20,105,1,160,8,160,176,34,1,harvest,0
2023-03-20,105,3,30,217,30,612,32,1,harvest,0
2023-03-20,104,3,55,181,55,292,78,0,harvest,0
2023-03-20,104,4,57,31,57,361,75,0,harvest,0
2023-03-20,103,3,175,161,175,327,51,1,harvest,0
2023-03-20,103,4,85,299,85,351,78,0,harvest,0
2023-03-20,103,1,80,273,80,602,84,0,harvest,0
2023-03-20,101,2,174,20,174,295,30,1,harvest,0
2023-03-20,101,1,70,170,70,210,72,0,harvest,0
2023-03-21,101,4,30,13,30,236,51,0,harvest,0
2023-03-21,101,3,79,184,79,421,80,0,harvest,0
2023-03-21,101,2,52,130,52,232,25,1,harvest,0
2023-03-21,104,3,145,72,145,79,25,1,harvest,0
2023-03-21,104,4,69,57,69,328,88,0,harvest,0
2023-03-21,104,1,55,121,55,516,41,0,harvest,0
2023-03-21,102,3,82,95,82,430,86,1,harvest,0
2023-03-21,102,2,145,35,145,305,56,1,harvest,0
2023-03-21,102,1,55,111,55,506,12,0,harvest,0
2023-03-21,102,4,119,100,119,153,35,0,harvest,0
2023-03-21,103,4,192,229,192,393,68,0,harvest,0
2023-03-21,103,2,68,20,68,410,34,0,harvest,0
2023-03-22,102,3,129,292,129,466,75,0,harvest,0
2023-03-22,102,4,194,110,194,206,86,0,harvest,0
2023-03-22,101,2,177,101,177,128,94,0,harvest,0
2023-03-22,101,1,107,26,107,48,80,0,harvest,0
2023-03-22,104,2,39,231,39,520,52,1,harvest,0
2023-03-22,104,1,150,235,150,363,13,0,harvest,0
2023-03-22,105,1,194,198,194,297,53,0,harvest,0
2023-03-22,105,2,111,22,111,157,69,0,harvest,0
2023-03-22,105,4,176,50,176,326,65,0,harvest,0
2023-03-22,105,3,152,141,152,455,22,0,harvest,0
2023-03-23,103,4,79,170,79,382,41,0,harvest,0
2023-03-23,103,1,29,7,29,268,95,0,harvest,0
2023-03-23,101,4,141,264,141,246,72,0,harvest,0
2023-03-23,101,1,130,184,130,232,71,1,harvest,0
2023-03-23,101,3,169,178,169,124,17,0,harvest,0
2023-03-23,101,2,69,94,69,183,33,0,harvest,0
2023-03-23,104,4,180,219,180,274,76,0,harvest,0
2023-03-23,104,3,165,68,165,193,43,0,harvest,0
2023-03-23,104,1,197,8,197,0,46,0,harvest,0
2023-03-23,104,2,56,15,56,61,61,1,harvest,0
2023-03-24,105,3,88,81,88,311,62,0,harvest,0
2023-03-24,105,4,83,40,83,76,27,0,harvest,0
2023-03-24,105,1,24,231,24,329,19,0,harvest,0
2023-03-24,105,2,78,286,78,493,81,0,harvest,0
2023-03-24,103,4,124,99,124,417,68,0,harvest,0
2023-03-24,103,3,161,13,161,193,34,1,harvest,0
2023-03-24,103,2,132,15,132,208,73,1,harvest,0
2023-03-24,103,1,159,137,159,95,60,1,harvest,0
2023-03-24,102,4,138,22,138,187,98,0,harvest,0
2023-03-24,102,3,121,36,121,46,64,0,harvest,0
2023-03-24,102,2,186,219,186,220,14,0,harvest,0
2023-03-24,102,1,165,14,165,0,82,0,harvest,0
2023-03-24,101,1,183,118,183,301,10,0,harvest,0
2023-03-24,101,3,93,289,93,366,31,1,harvest,0
2023-03-24,101,2,45,99,45,260,28,0,harvest,0
2023-03-24,104,3,186,2,186,297,53,0,harvest,0
2023-03-24,104,2,170,75,170,102,14,0,harvest,0
2023-03-25,101,3,185,80,185,69,59,0,harvest,0
2023-03-25,101,4,124,22,124,13,42,0,harvest,0
2023-03-25,101,1,115,263,115,414,42,0,harvest,0
2023-03-25,103,3,97,103,97,153,62,1,harvest,0
2023-03-25,103,1,52,251,52,451,24,0,harvest,0
2023-03-25,103,2,172,229,172,464,21,1,harvest,0
2023-03-26,104,3,166,9,166,0,93,0,harvest,0
2023-03-26,104,2,188,25,188,29,36,1,harvest,0
2023-03-26,104,4,107,115,107,437,24,1,harvest,0
2023-03-26,103,3,27,198,27,666,58,0,harvest,0
2023-03-26,103,2,78,262,78,484,11,0,harvest,0
2023-03-26,101,4,68,47,68,180,30,0,harvest,0
2023-03-26,101,1,158,71,158,282,39,0,harvest,0
2023-03-26,101,2,153,287,153,477,76,1,harvest,0
2023-03-27,103,3,155,44,155,70,35,1,harvest,0
2023-03-27,103,1,135,245,135,296,82,1,harvest,0
2023-03-27,102,3,122,278,122,589,30,0,harvest,0
2023-03-27,102,4,93,83,93,331,72,1,harvest,0
2023-03-27,102,1,199,173,199,122,56,1,harvest,0
2023-03-27,104,1,57,187,57,405,96,0,harvest,0
2023-03-27,104,2,103,270,103,572,99,1,harvest,0
2023-03-27,104,4,83,273,83,445,15,0,harvest,0
2023-03-27,101,1,34,221,34,435,88,0,harvest,0
2023-03-27,101,3,194,144,194,158,64,1,harvest,0
2023-03-27,101,2,190,126,190,396,67,0,harvest,0
2023-03-27,101,4,66,122,66,417,56,0,harvest,0
2023-03-28,102,2,149,22,149,125,99,0,harvest,0
2023-03-28,102,3,31,106,31,464,12,0,harvest,0
2023-03-28,101,4,61,149,61,471,94,1,harvest,0
2023-03-28,101,3,61,198,61,383,75,0,harvest,0
2023-03-28,101,1,85,262,85,440,76,0,harvest,0
2023-03-28,101,2,76,46,76,332,51,0,harvest,0
2023-03-28,103,4,102,124,102,440,93,0,harvest,0
2023-03-28,103,3,25,220,25,382,20,0,harvest,0
2023-03-29,103,2,30,133,30,293,44,0,harvest,0
2023-03-29,103,1,163,277,163,377,58,0,harvest,0
2023-03-29,103,3,45,118,45,416,26,0,harvest,0
2023-03-29,102,3,158,298,158,536,24,0,harvest,0
2023-03-29,102,4,137,256,137,490,73,0,harvest,0
2023-03-29,101,2,94,100,94,404,69,1,harvest,0
2023-03-29,101,4,169,105,169,336,84,0,harvest,0
2023-03-29,104,2,107,206,107,241,94,0,harvest,0
2023-03-29,104,3,82,276,82,339,75,1,harvest,0
2023-03-29,104,1,34,279,34,515,10,0,harvest,0
2023-03-29,104,4,141,257,141,367,59,0,harvest,0
2023-03-30,103,4,187,89,187,156,67,0,harvest,0
2023-03-30,103,2,107,268,107,347,60,1,harvest,0
2023-03-30,103,1,149,140,149,279,28,1,harvest,0
2023-03-30,103,3,29,268,29,685,16,1,harvest,0
2023-03-30,101,3,145,81,145,164,25,0,harvest,0
2023-03-30,101,1,133,151,133,503,10,0,harvest,0
2023-03-30,104,1,192,212,192,506,61,0,harvest,0
2023-03-30,104,4,47,19,47,291,67,1,harvest,0
2023-03-31,101,3,151,163,151,185,23,0,harvest,0
2023-03-31,101,4,140,62,140,109,49,0,harvest,0
2023-03-31,105,2,199,45,199,235,67,1,harvest,0
2023-03-31,105,1,173,262,173,463,47,0,harvest,0
2023-03-31,104,1,80,245,80,602,20,0,harvest,0
2023-03-31,104,4,195,208,195,364,76,1,harvest,0
2023-04-01,103,2,185,106,185,31,81,0,summer,0
2023-04-01,103,3,28,168,28,629,59,0,summer,0
2023-04-01,103,4,84,183,84,238,52,0,summer,0
2023-04-01,104,3,89,116,89,275,92,0,summer,0
2023-04-01,104,1,126,283,126,342,58,0,summer,0
2023-04-01,105,2,50,49,50,302,43,0,summer,0
2023-04-01,105,1,49,218,49,543,12,0,summer,0
2023-04-01,101,3,157,113,157,325,39,0,summer,0
2023-04-01,101,1,78,255,78,629,52,0,summer,0
2023-04-01,101,4,92,202,92,296,30,0,summer,0
2023-04-01,101,2,93,274,93,435,42,0,summer,0
2023-04-01,102,3,172,276,172,384,60,0,summer,0
2023-04-01,102,1,29,140,29,214,39,0,summer,0
2023-04-01,102,4,56,282,56,374,14,0,summer,0
2023-04-02,101,1,67,112,67,515,93,0,summer,0
2023-04-02,101,3,105,44,105,100,19,0,summer,0
2023-04-02,101,4,58,249,58,538,85,0,summer,0
2023-04-02,101,2,112,186,112,449,46,0,summer,0
2023-04-02,102,1,199,155,199,348,70,0,summer,0
2023-04-02,102,4,46,77,46,144,39,0,summer,0
2023-04-02,102,2,194,188,194,241,40,0,summer,0
2023-04-02,102,3,179,169,179,306,53,0,summer,0
2023-04-02,105,1,180,164,180,454,27,0,summer,0
2023-04-02,105,3,94,207,94,605,47,0,summer,0
2023-04-02,103,2,156,42,156,91,95,0,summer,0
2023-04-02,103,3,55,26,55,209,24,0,summer,0
2023-04-02,104,3,152,271,152,362,97,0,summer,0
2023-04-02,104,1,48,246,48,557,51,0,summer,0
2023-04-02,104,2,93,174,93,564,16,0,summer,0
2023-04-02,104,4,56,182,56,340,23,0,summer,0
2023-04-03,104,4,198,281,198,224,71,0,summer,0
2023-04-03,104,3,26,233,26,453,23,0,summer,0
2023-04-03,102,1,46,79,46,441,40,0,summer,0
2023-04-03,102,4,92,222,92,287,34,0,summer,0
2023-04-04,101,1,64,134,64,176,67,0,summer,0
2023-04-04,101,4,66,42,66,90,74,0,summer,0
2023-04-04,103,1,63,86,63,298,65,0,summer,0
2023-04-04,103,3,125,72,125,58,70,0,summer,0
2023-04-04,103,2,73,151,73,375,38,0,summer,0
2023-04-04,103,4,107,97,107,165,86,0,summer,0
2023-04-05,105,3,120,72,120,322,87,0,summer,0
2023-04-05,105,4,39,162,39,614,10,0,summer,0
2023-04-05,103,1,78,214,78,357,30,0,summer,0
2023-04-05,103,3,57,25,57,175,31,0,summer,0
2023-04-06,102,3,178,248,178,262,33,0,summer,0
2023-04-06,102,4,180,183,180,130,97,0,summer,0
2023-04-06,102,2,180,53,180,38,20,0,summer,0
2023-04-06,103,1,59,248,59,291,89,0,summer,0
2023-04-06,103,4,26,296,26,384,10,0,summer,0
2023-04-06,103,3,136,148,136,256,86,0,summer,0
2023-04-06,105,1,139,87,139,433,83,0,summer,0
2023-04-06,105,4,44,95,44,486,98,0,summer,0
2023-04-06,101,4,50,203,50,437,18,0,summer,0
2023-04-06,101,2,21,39,21,184,14,0,summer,0
2023-04-06,101,3,93,34,93,438,69,0,summer,0
2023-04-06,104,3,188,169,188,268,16,0,summer,0
2023-04-06,104,2,159,196,159,294,27,0,summer,0
2023-04-07,101,2,166,289,166,604,56,0,summer,0
2023-04-07,101,4,113,154,113,408,95,0,summer,0
2023-04-07,101,1,157,200,157,170,71,0,summer,0
2023-04-07,101,3,69,103,69,197,95,0,summer,0
2023-04-07,104,4,33,198,33,589,30,0,summer,0
2023-04-07,104,1,91,108,91,242,84,0,summer,0
